total  ,   1324234
average log, 5.20828
test000,0
test001,0
test002,0
test003,0
test004,0
test005,0
test006,0
test007,358438
test008,0
test009,0
test010,0
test011,0
test012,0
test013,0
test014,0
test015,0
test016,0
test017,0
test018,0
test019,0
test020,0
test021,0
test022,0
test023,0
test024,0
test025,0
test026,0
test027,0
test028,0
test029,0
test030,116170
test031,0
test032,0
test033,0
test034,0
test035,0
test036,0
test037,0
test038,0
test039,0
test040,0
test041,0
test042,0
test043,0
test044,0
test045,0
test046,0
test047,0
test048,61703
test049,0
test050,0
test051,0
test052,239123
test053,0
test054,0
test055,88154
test056,0
test057,0
test058,0
test059,0
test060,0
test061,0
test062,0
test063,0
test064,0
test065,0
test066,0
test067,0
test068,0
test069,0
test070,0
test071,0
test072,0
test073,0
test074,0
test075,0
test076,0
test077,0
test078,0
test079,0
test080,0
test081,0
test082,223650
test083,0
test084,0
test085,0
test086,0
test087,0
test088,0
test089,0
test090,0
test091,236996
test092,0
test093,0
test094,0
test095,0
test096,0
test097,0
test098,0
test099,0
